[2026-07-11T07:34:03.243Z] GET http://localhost:5199/ → 200 (7ms, 651B)
[2026-07-11T07:34:05.634Z] GET http://localhost:5199/node_modules/.vite/deps/react_jsx-dev-runtime.js?v=ddcd2adb → 200 (1ms, -311B)
[2026-07-11T07:34:05.636Z] GET http://localhost:5199/node_modules/.vite/deps/rolldown-runtime-B-1-B7_t.js?v=8a630107 → 200 (?ms, -308B)
[2026-07-11T07:34:05.636Z] GET http://localhost:5199/node_modules/.vite/deps/react-dom-DZQ9hRBr.js?v=8a630107 → 200 (?ms, -313B)
[2026-07-11T07:34:05.636Z] GET http://localhost:5199/node_modules/.vite/deps/react_jsx-runtime.js?v=ddcd2adb → 200 (?ms, -311B)
[2026-07-11T07:34:05.640Z] GET http://localhost:5199/src/lib/store.ts → 304 (1ms, ?B)
[2026-07-11T07:34:05.640Z] GET http://localhost:5199/src/app/layout/AppShell.tsx?t=1783755055417 → 304 (1ms, ?B)
[2026-07-11T07:34:05.640Z] GET http://localhost:5199/src/app/routes/ReviewLoopPage.tsx?t=1783754722278 → 304 (1ms, ?B)
[2026-07-11T07:34:05.640Z] GET http://localhost:5199/src/app/routes/SettingsPage.tsx → 304 (2ms, ?B)
[2026-07-11T07:34:05.640Z] GET http://localhost:5199/src/app/routes/NotFound.tsx?t=1783755074283 → 304 (2ms, ?B)
[2026-07-11T07:34:05.641Z] GET http://localhost:5199/node_modules/.vite/deps/lucide-react.js?v=84b54169 → 200 (?ms, -314B)
[2026-07-11T07:34:05.641Z] GET http://localhost:5199/src/lib/cn.ts → 304 (1ms, ?B)
[2026-07-11T07:34:05.641Z] GET http://localhost:5199/src/components/sidebar/Sidebar.tsx?t=1783755055417 → 304 (2ms, ?B)
[2026-07-11T07:34:05.641Z] GET http://localhost:5199/src/components/ui/Toaster.tsx → 304 (2ms, ?B)
[2026-07-11T07:34:05.641Z] GET http://localhost:5199/src/lib/platform.ts → 304 (2ms, ?B)
[2026-07-11T07:34:05.642Z] GET http://localhost:5199/src/api/reviewLoopQueries.ts?t=1783754580579 → 304 (1ms, ?B)
[2026-07-11T07:34:05.642Z] GET http://localhost:5199/src/components/review/ManuscriptPane.tsx → 304 (1ms, ?B)
[2026-07-11T07:34:05.642Z] GET http://localhost:5199/src/components/settings/RemoteComputeCard.tsx → 304 (2ms, ?B)
[2026-07-11T07:34:05.642Z] GET http://localhost:5199/src/components/settings/ModalCard.tsx → 304 (2ms, ?B)
[2026-07-11T07:34:05.642Z] GET http://localhost:5199/src/components/settings/DataFlowCard.tsx → 304 (2ms, ?B)
[2026-07-11T07:34:05.642Z] GET http://localhost:5199/node_modules/.vite/deps/clsx.js?v=76063376 → 200 (?ms, -308B)
[2026-07-11T07:34:05.643Z] GET http://localhost:5199/node_modules/.vite/deps/tailwind-merge.js?v=0b4ef53a → 200 (?ms, -312B)
[2026-07-11T07:34:05.643Z] GET http://localhost:5199/src/components/sidebar/StatusPills.tsx?t=1783755055417 → 304 (1ms, ?B)
[2026-07-11T07:34:05.643Z] GET http://localhost:5199/src/lib/toast.ts → 304 (1ms, ?B)
[2026-07-11T07:34:05.643Z] GET http://localhost:5199/src/api/reviewLoop.ts?t=1783754580579 → 304 (1ms, ?B)
[2026-07-11T07:34:05.672Z] GET http://localhost:5199/node_modules/@fontsource/source-serif-4/files/source-serif-4-latin-600-normal.woff2 → 304 (?ms, ?B)
[2026-07-11T07:34:05.672Z] GET http://localhost:5199/node_modules/@fontsource/inter/files/inter-latin-400-normal.woff2 → 304 (1ms, ?B)
[2026-07-11T07:34:05.672Z] GET http://localhost:5199/node_modules/@fontsource/inter/files/inter-latin-500-normal.woff2 → 304 (1ms, ?B)
[2026-07-11T07:34:05.816Z] GET http://localhost:5199/node_modules/@fontsource/jetbrains-mono/files/jetbrains-mono-latin-400-normal.woff2 → 304 (?ms, ?B)
[2026-07-11T07:34:05.816Z] GET http://localhost:5199/node_modules/@fontsource/source-serif-4/files/source-serif-4-latin-400-normal.woff2 → 200 (1ms, 20088B)
[2026-07-11T07:35:50.340Z] GET http://localhost:5199/src/components/review/ManuscriptPane.tsx?t=1783755350329 → 200 (14ms, 15345B)
[2026-07-11T07:35:50.340Z] GET http://localhost:5199/src/index.css?t=1783755350329 → 200 (46ms, 68998B)
[2026-07-11T07:35:55.503Z] GET http://localhost:5199/src/components/review/ManuscriptPane.tsx?t=1783755355497 → 200 (18ms, 19724B)
[2026-07-11T07:35:55.503Z] GET http://localhost:5199/src/index.css?t=1783755355497 → 200 (65ms, 69041B)
[2026-07-11T07:35:55.575Z] GET http://localhost:5199/node_modules/@fontsource/inter/files/inter-latin-400-normal.woff2 → 304 (?ms, ?B)
[2026-07-11T07:35:55.575Z] GET http://localhost:5199/node_modules/@fontsource/jetbrains-mono/files/jetbrains-mono-latin-400-normal.woff2 → 304 (?ms, ?B)
[2026-07-11T07:35:55.596Z] GET http://localhost:5199/node_modules/@fontsource/source-serif-4/files/source-serif-4-latin-600-normal.woff2 → 304 (1ms, ?B)
[2026-07-11T07:35:55.596Z] GET http://localhost:5199/node_modules/@fontsource/inter/files/inter-latin-500-normal.woff2 → 304 (1ms, ?B)
[2026-07-11T07:35:55.597Z] GET http://localhost:5199/node_modules/@fontsource/source-serif-4/files/source-serif-4-latin-400-normal.woff2 → 304 (?ms, ?B)
[2026-07-11T07:36:15.241Z] GET http://localhost:5199/review/lp_demo → 200 (7ms, 651B)
[2026-07-11T07:36:15.254Z] GET http://localhost:5199/@vite/client → 200 (2ms, ?B)
[2026-07-11T07:36:15.254Z] GET http://localhost:5199/src/main.tsx?t=1783755355497 → 200 (1ms, 3837B)
[2026-07-11T07:36:15.256Z] GET http://localhost:5199/@react-refresh → 200 (9ms, ?B)
[2026-07-11T07:36:15.258Z] GET http://localhost:5199/node_modules/.vite/deps/react.js?v=ddcd2adb → 200 (8ms, -264B)
[2026-07-11T07:36:15.258Z] GET http://localhost:5199/node_modules/.vite/deps/react-dom_client.js?v=c3e69781 → 200 (5ms, -261B)
[2026-07-11T07:36:15.258Z] GET http://localhost:5199/node_modules/.vite/deps/recoil.js?v=959cf594 → 200 (14ms, -265B)
[2026-07-11T07:36:15.258Z] GET http://localhost:5199/node_modules/.vite/deps/@tanstack_react-query.js?v=22d1cecb → 200 (?ms, -312B)
[2026-07-11T07:36:15.258Z] GET http://localhost:5199/node_modules/.vite/deps/react-router-dom.js?v=24772612 → 200 (1ms, -313B)
[2026-07-11T07:36:15.259Z] GET http://localhost:5199/src/app/providers/ThemeProvider.tsx → 200 (6ms, ?B)
[2026-07-11T07:36:15.259Z] GET http://localhost:5199/src/app/router.tsx?t=1783755355497 → 200 (4ms, 3722B)
[2026-07-11T07:36:15.259Z] GET http://localhost:5199/src/index.css?t=1783755355497 → 304 (7ms, ?B)
[2026-07-11T07:36:15.259Z] GET http://localhost:5199/node_modules/.vite/deps/react_jsx-dev-runtime.js?v=ddcd2adb → 200 (1ms, -311B)
[2026-07-11T07:36:15.260Z] GET http://localhost:5199/node_modules/vite/dist/client/env.mjs → 200 (7ms, ?B)
[2026-07-11T07:36:15.260Z] GET http://localhost:5199/node_modules/.vite/deps/rolldown-runtime-B-1-B7_t.js?v=8a630107 → 200 (?ms, -308B)
[2026-07-11T07:36:15.261Z] GET http://localhost:5199/node_modules/.vite/deps/react_jsx-runtime.js?v=ddcd2adb → 200 (?ms, -311B)
[2026-07-11T07:36:15.262Z] GET http://localhost:5199/node_modules/.vite/deps/react-dom-DZQ9hRBr.js?v=8a630107 → 200 (?ms, -313B)
[2026-07-11T07:36:15.265Z] GET http://localhost:5199/src/app/layout/AppShell.tsx?t=1783755055417 → 200 (4ms, ?B)
[2026-07-11T07:36:15.265Z] GET http://localhost:5199/src/app/routes/ReviewLoopPage.tsx?t=1783755355497 → 200 (4ms, 81369B)
[2026-07-11T07:36:15.265Z] GET http://localhost:5199/src/app/routes/SettingsPage.tsx → 200 (6ms, ?B)
[2026-07-11T07:36:15.265Z] GET http://localhost:5199/src/app/routes/NotFound.tsx?t=1783755074283 → 200 (6ms, ?B)
[2026-07-11T07:36:15.266Z] GET http://localhost:5199/src/lib/store.ts → 200 (5ms, ?B)
[2026-07-11T07:36:15.269Z] GET http://localhost:5199/node_modules/.vite/deps/lucide-react.js?v=84b54169 → 200 (12ms, -267B)
[2026-07-11T07:36:15.269Z] GET http://localhost:5199/src/lib/cn.ts → 200 (3ms, ?B)
[2026-07-11T07:36:15.270Z] GET http://localhost:5199/src/lib/platform.ts → 200 (3ms, ?B)
[2026-07-11T07:36:15.270Z] GET http://localhost:5199/src/api/reviewLoopQueries.ts?t=1783754580579 → 200 (4ms, ?B)
[2026-07-11T07:36:15.270Z] GET http://localhost:5199/src/components/review/ManuscriptPane.tsx?t=1783755355497 → 304 (4ms, ?B)
[2026-07-11T07:36:15.270Z] GET http://localhost:5199/src/components/sidebar/Sidebar.tsx?t=1783755055417 → 200 (5ms, ?B)
[2026-07-11T07:36:15.270Z] GET http://localhost:5199/src/components/ui/Toaster.tsx → 200 (4ms, ?B)
[2026-07-11T07:36:15.272Z] GET http://localhost:5199/src/components/settings/RemoteComputeCard.tsx → 200 (3ms, ?B)
[2026-07-11T07:36:15.272Z] GET http://localhost:5199/src/components/settings/ModalCard.tsx → 200 (3ms, ?B)
[2026-07-11T07:36:15.273Z] GET http://localhost:5199/src/components/settings/DataFlowCard.tsx → 200 (2ms, ?B)
[2026-07-11T07:36:15.273Z] GET http://localhost:5199/node_modules/.vite/deps/clsx.js?v=76063376 → 200 (?ms, -308B)
[2026-07-11T07:36:15.273Z] GET http://localhost:5199/node_modules/.vite/deps/tailwind-merge.js?v=0b4ef53a → 200 (?ms, -312B)
[2026-07-11T07:36:15.274Z] GET http://localhost:5199/src/api/reviewLoop.ts?t=1783754580579 → 200 (4ms, ?B)
[2026-07-11T07:36:15.275Z] GET http://localhost:5199/src/lib/toast.ts → 200 (3ms, ?B)
[2026-07-11T07:36:15.275Z] GET http://localhost:5199/src/components/sidebar/StatusPills.tsx?t=1783755055417 → 200 (3ms, ?B)
[2026-07-11T07:36:15.298Z] GET http://localhost:5199/node_modules/@fontsource/source-serif-4/files/source-serif-4-latin-600-normal.woff2 → 304 (1ms, ?B)
[2026-07-11T07:36:15.298Z] GET http://localhost:5199/node_modules/@fontsource/inter/files/inter-latin-400-normal.woff2 → 304 (1ms, ?B)
[2026-07-11T07:36:15.298Z] GET http://localhost:5199/node_modules/@fontsource/inter/files/inter-latin-500-normal.woff2 → 304 (1ms, ?B)
[2026-07-11T07:36:15.453Z] GET http://localhost:5199/node_modules/@fontsource/jetbrains-mono/files/jetbrains-mono-latin-400-normal.woff2 → 304 (1ms, ?B)
[2026-07-11T07:36:15.453Z] GET http://localhost:5199/node_modules/@fontsource/source-serif-4/files/source-serif-4-latin-400-normal.woff2 → 304 (1ms, ?B)
[2026-07-11T07:37:14.316Z] GET http://localhost:5199/src/components/sidebar/Sidebar.tsx?t=1783755434296 → 200 (37ms, 26717B)
[2026-07-11T07:37:14.317Z] GET http://localhost:5199/src/index.css?t=1783755434296 → 200 (75ms, 69041B)
[2026-07-11T07:37:15.774Z] GET http://localhost:5199/review/lp_demo → 200 (4ms, 651B)
[2026-07-11T07:37:15.785Z] GET http://localhost:5199/@vite/client → 200 (9ms, ?B)
[2026-07-11T07:37:15.785Z] GET http://localhost:5199/src/main.tsx?t=1783755434296 → 200 (?ms, 3837B)
[2026-07-11T07:37:15.786Z] GET http://localhost:5199/@react-refresh → 200 (8ms, ?B)
[2026-07-11T07:37:15.786Z] GET http://localhost:5199/node_modules/.vite/deps/react.js?v=ddcd2adb → 200 (?ms, -264B)
[2026-07-11T07:37:15.786Z] GET http://localhost:5199/node_modules/.vite/deps/react-dom_client.js?v=c3e69781 → 200 (?ms, -261B)
[2026-07-11T07:37:15.787Z] GET http://localhost:5199/node_modules/.vite/deps/recoil.js?v=959cf594 → 200 (?ms, -265B)
[2026-07-11T07:37:15.787Z] GET http://localhost:5199/node_modules/.vite/deps/@tanstack_react-query.js?v=22d1cecb → 200 (7ms, -265B)
[2026-07-11T07:37:15.787Z] GET http://localhost:5199/node_modules/.vite/deps/react-router-dom.js?v=24772612 → 200 (18ms, -266B)
[2026-07-11T07:37:15.787Z] GET http://localhost:5199/src/app/providers/ThemeProvider.tsx → 200 (8ms, ?B)
[2026-07-11T07:37:15.787Z] GET http://localhost:5199/src/app/router.tsx?t=1783755434296 → 200 (8ms, 3722B)
[2026-07-11T07:37:15.792Z] GET http://localhost:5199/src/index.css?t=1783755434296 → 304 (3ms, ?B)
[2026-07-11T07:37:15.792Z] GET http://localhost:5199/node_modules/.vite/deps/react_jsx-dev-runtime.js?v=ddcd2adb → 200 (?ms, -311B)
[2026-07-11T07:37:15.792Z] GET http://localhost:5199/node_modules/.vite/deps/rolldown-runtime-B-1-B7_t.js?v=8a630107 → 200 (?ms, -308B)
[2026-07-11T07:37:15.793Z] GET http://localhost:5199/node_modules/.vite/deps/react-dom-DZQ9hRBr.js?v=8a630107 → 200 (?ms, -313B)
[2026-07-11T07:37:15.794Z] GET http://localhost:5199/node_modules/vite/dist/client/env.mjs → 200 (?ms, ?B)
[2026-07-11T07:37:15.794Z] GET http://localhost:5199/node_modules/.vite/deps/react_jsx-runtime.js?v=ddcd2adb → 200 (?ms, -311B)
[2026-07-11T07:37:15.795Z] GET http://localhost:5199/src/app/layout/AppShell.tsx?t=1783755434296 → 200 (2ms, 11485B)
[2026-07-11T07:37:15.796Z] GET http://localhost:5199/src/app/routes/ReviewLoopPage.tsx?t=1783755355497 → 200 (4ms, ?B)
[2026-07-11T07:37:15.796Z] GET http://localhost:5199/src/app/routes/SettingsPage.tsx → 200 (3ms, ?B)
[2026-07-11T07:37:15.796Z] GET http://localhost:5199/src/app/routes/NotFound.tsx?t=1783755074283 → 200 (4ms, ?B)
[2026-07-11T07:37:15.796Z] GET http://localhost:5199/src/lib/store.ts → 200 (5ms, ?B)
[2026-07-11T07:37:15.799Z] GET http://localhost:5199/node_modules/.vite/deps/lucide-react.js?v=84b54169 → 200 (13ms, -267B)
[2026-07-11T07:37:15.799Z] GET http://localhost:5199/src/lib/cn.ts → 200 (3ms, ?B)
[2026-07-11T07:37:15.799Z] GET http://localhost:5199/src/components/sidebar/Sidebar.tsx?t=1783755434296 → 304 (2ms, ?B)
[2026-07-11T07:37:15.799Z] GET http://localhost:5199/src/components/ui/Toaster.tsx → 200 (4ms, ?B)
[2026-07-11T07:37:15.799Z] GET http://localhost:5199/src/lib/platform.ts → 200 (5ms, ?B)
[2026-07-11T07:37:15.800Z] GET http://localhost:5199/src/components/settings/RemoteComputeCard.tsx → 200 (4ms, ?B)
[2026-07-11T07:37:15.800Z] GET http://localhost:5199/src/components/settings/ModalCard.tsx → 200 (4ms, ?B)
[2026-07-11T07:37:15.800Z] GET http://localhost:5199/src/components/settings/DataFlowCard.tsx → 200 (4ms, ?B)
[2026-07-11T07:37:15.800Z] GET http://localhost:5199/src/api/reviewLoopQueries.ts?t=1783754580579 → 200 (5ms, ?B)
[2026-07-11T07:37:15.800Z] GET http://localhost:5199/src/components/review/ManuscriptPane.tsx?t=1783755355497 → 200 (5ms, ?B)
[2026-07-11T07:37:15.802Z] GET http://localhost:5199/src/components/sidebar/StatusPills.tsx?t=1783755055417 → 200 (4ms, ?B)
[2026-07-11T07:37:15.802Z] GET http://localhost:5199/node_modules/.vite/deps/clsx.js?v=76063376 → 200 (1ms, -308B)
[2026-07-11T07:37:15.803Z] GET http://localhost:5199/node_modules/.vite/deps/tailwind-merge.js?v=0b4ef53a → 200 (?ms, -312B)
[2026-07-11T07:37:15.804Z] GET http://localhost:5199/src/lib/toast.ts → 200 (2ms, ?B)
[2026-07-11T07:37:15.805Z] GET http://localhost:5199/src/api/reviewLoop.ts?t=1783754580579 → 200 (1ms, ?B)
[2026-07-11T07:37:15.833Z] GET http://localhost:5199/node_modules/@fontsource/inter/files/inter-latin-400-normal.woff2 → 304 (40ms, ?B)
[2026-07-11T07:37:15.833Z] GET http://localhost:5199/node_modules/@fontsource/jetbrains-mono/files/jetbrains-mono-latin-400-normal.woff2 → 304 (40ms, ?B)
[2026-07-11T07:37:35.932Z] GET http://localhost:5199/src/components/sidebar/Sidebar.tsx?t=1783755455910 → 200 (28ms, 26740B)
[2026-07-11T07:37:35.933Z] GET http://localhost:5199/src/index.css?t=1783755455910 → 200 (117ms, 69041B)
[2026-07-11T07:37:37.906Z] GET http://localhost:5199/review/lp_demo → 200 (4ms, 651B)
[2026-07-11T07:37:37.914Z] GET http://localhost:5199/@vite/client → 304 (1ms, ?B)
[2026-07-11T07:37:37.914Z] GET http://localhost:5199/src/main.tsx?t=1783755455910 → 200 (1ms, 3837B)
[2026-07-11T07:37:37.915Z] GET http://localhost:5199/@react-refresh → 304 (5ms, ?B)
[2026-07-11T07:37:37.915Z] GET http://localhost:5199/node_modules/vite/dist/client/env.mjs → 304 (5ms, ?B)
[2026-07-11T07:37:37.916Z] GET http://localhost:5199/node_modules/.vite/deps/react.js?v=ddcd2adb → 200 (?ms, -264B)
[2026-07-11T07:37:37.916Z] GET http://localhost:5199/node_modules/.vite/deps/react-dom_client.js?v=c3e69781 → 200 (?ms, -261B)
[2026-07-11T07:37:37.917Z] GET http://localhost:5199/node_modules/.vite/deps/recoil.js?v=959cf594 → 200 (?ms, -265B)
[2026-07-11T07:37:37.917Z] GET http://localhost:5199/node_modules/.vite/deps/@tanstack_react-query.js?v=22d1cecb → 200 (?ms, -265B)
[2026-07-11T07:37:37.917Z] GET http://localhost:5199/node_modules/.vite/deps/react-router-dom.js?v=24772612 → 200 (1ms, -266B)
[2026-07-11T07:37:37.918Z] GET http://localhost:5199/src/app/providers/ThemeProvider.tsx → 304 (3ms, ?B)
[2026-07-11T07:37:37.918Z] GET http://localhost:5199/src/app/router.tsx?t=1783755455910 → 200 (7ms, 3722B)
[2026-07-11T07:37:37.918Z] GET http://localhost:5199/src/index.css?t=1783755455910 → 304 (7ms, ?B)
[2026-07-11T07:37:37.918Z] GET http://localhost:5199/node_modules/.vite/deps/react_jsx-dev-runtime.js?v=ddcd2adb → 200 (?ms, -311B)
[2026-07-11T07:37:37.919Z] GET http://localhost:5199/node_modules/.vite/deps/rolldown-runtime-B-1-B7_t.js?v=8a630107 → 200 (?ms, -308B)
[2026-07-11T07:37:37.919Z] GET http://localhost:5199/node_modules/.vite/deps/react-dom-DZQ9hRBr.js?v=8a630107 → 200 (?ms, -313B)
[2026-07-11T07:37:37.920Z] GET http://localhost:5199/node_modules/.vite/deps/react_jsx-runtime.js?v=ddcd2adb → 200 (?ms, -311B)
[2026-07-11T07:37:37.925Z] GET http://localhost:5199/src/lib/store.ts → 304 (1ms, ?B)
[2026-07-11T07:37:37.925Z] GET http://localhost:5199/src/app/layout/AppShell.tsx?t=1783755455910 → 200 (2ms, 11485B)
[2026-07-11T07:37:37.926Z] GET http://localhost:5199/src/app/routes/ReviewLoopPage.tsx?t=1783755355497 → 304 (1ms, ?B)
[2026-07-11T07:37:37.926Z] GET http://localhost:5199/src/app/routes/SettingsPage.tsx → 304 (1ms, ?B)
[2026-07-11T07:37:37.926Z] GET http://localhost:5199/src/app/routes/NotFound.tsx?t=1783755074283 → 304 (1ms, ?B)
[2026-07-11T07:37:37.927Z] GET http://localhost:5199/node_modules/.vite/deps/lucide-react.js?v=84b54169 → 200 (?ms, -267B)
[2026-07-11T07:37:37.927Z] GET http://localhost:5199/src/lib/cn.ts → 304 (1ms, ?B)
[2026-07-11T07:37:37.927Z] GET http://localhost:5199/src/lib/platform.ts → 304 (1ms, ?B)
[2026-07-11T07:37:37.927Z] GET http://localhost:5199/src/api/reviewLoopQueries.ts?t=1783754580579 → 304 (1ms, ?B)
[2026-07-11T07:37:37.927Z] GET http://localhost:5199/src/components/review/ManuscriptPane.tsx?t=1783755355497 → 304 (2ms, ?B)
[2026-07-11T07:37:37.927Z] GET http://localhost:5199/src/components/sidebar/Sidebar.tsx?t=1783755455910 → 304 (2ms, ?B)
[2026-07-11T07:37:37.927Z] GET http://localhost:5199/src/components/ui/Toaster.tsx → 304 (2ms, ?B)
[2026-07-11T07:37:37.927Z] GET http://localhost:5199/src/components/settings/RemoteComputeCard.tsx → 304 (2ms, ?B)
[2026-07-11T07:37:37.927Z] GET http://localhost:5199/src/components/settings/ModalCard.tsx → 304 (2ms, ?B)
[2026-07-11T07:37:37.927Z] GET http://localhost:5199/src/components/settings/DataFlowCard.tsx → 304 (2ms, ?B)
[2026-07-11T07:37:37.928Z] GET http://localhost:5199/node_modules/.vite/deps/clsx.js?v=76063376 → 200 (?ms, -308B)
[2026-07-11T07:37:37.928Z] GET http://localhost:5199/node_modules/.vite/deps/tailwind-merge.js?v=0b4ef53a → 200 (?ms, -312B)
